sample_name,tax_id,genus_name,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
RR034H_114_nsbRa_S112,3660,Cucurbita,Cucurbita,,49,44.313734,99,0,0,-100
RR034H_114_nsbRa_S112,3701,Arabidopsis,Arabidopsis,,35,31.6526671,99,0,0,-100
RR034H_114_nsbRa_S112,3702,Arabidopsis,Arabidopsis thaliana,,29,26.2264956,99,0,0,-100
RR034H_114_nsbRa_S112,3705,Brassica,Brassica,,116,104.9059825,99,31,28.0352195,99
RR034H_114_nsbRa_S112,3708,Brassica,Brassica napus,,5,4.5218096,86.6388919,21,18.9916003,99
RR034H_114_nsbRa_S112,3711,Brassica,Brassica rapa,,51,46.1224578,99,10,9.0436192,99
RR034H_114_nsbRa_S112,3712,Brassica,Brassica oleracea,,60,54.2617151,99,0,0,-100
RR034H_114_nsbRa_S112,3766,Pyrus,Pyrus,,5,4.5218096,99,0,0,-100
RR034H_114_nsbRa_S112,3817,Arachis,Arachis,,38,34.3657529,1.0121679,93,84.1056584,3.523013
RR034H_114_nsbRa_S112,3818,Arachis,Arachis hypogaea,,30,27.1308576,99,0,0,-100
RR034H_114_nsbRa_S112,3846,Glycine,Glycine,,31,28.0352195,78.8778418,1,0.9043619,8.1917154
RR034H_114_nsbRa_S112,3847,Glycine,Glycine max,,30,27.1308576,80.794386,0,0,-100
RR034H_114_nsbRa_S112,3867,Lotus,Lotus,,17,15.3741526,99,0,0,-100
RR034H_114_nsbRa_S112,3869,Lupinus,Lupinus,,101,91.3405538,99,0,0,-100
RR034H_114_nsbRa_S112,3871,Lupinus,Lupinus angustifolius,,100,90.4361918,99,0,0,-100
RR034H_114_nsbRa_S112,3877,Medicago,Medicago,,30,27.1308576,19.2223644,5,4.5218096,79.0849273
RR034H_114_nsbRa_S112,3880,Medicago,Medicago truncatula,,30,27.1308576,19.3164715,5,4.5218096,79.0849273
RR034H_114_nsbRa_S112,3898,Trifolium,Trifolium,,0,0,-100,366,330.9964621,99
RR034H_114_nsbRa_S112,3913,Vigna,Vigna,,66,59.6878866,99,0,0,-100
RR034H_114_nsbRa_S112,3914,Vigna,Vigna angularis,,64,57.8791628,99,0,0,-100
RR034H_114_nsbRa_S112,3987,Ricinus,Ricinus,,11,9.9479811,99,0,0,-100
RR034H_114_nsbRa_S112,3988,Ricinus,Ricinus communis,,11,9.9479811,99,0,0,-100
RR034H_114_nsbRa_S112,4005,Linum,Linum,,33,29.8439433,100,0,0,-100
RR034H_114_nsbRa_S112,4006,Linum,Linum usitatissimum,,33,29.8439433,100,0,0,-100
RR034H_114_nsbRa_S112,4071,Capsicum,Capsicum,,11,9.9479811,21.5166736,813,735.2462397,99
RR034H_114_nsbRa_S112,4081,Solanum,Solanum lycopersicum,,164,148.3153546,99,0,0,-100
RR034H_114_nsbRa_S112,4107,Solanum,Solanum,,228,206.1945174,99,0,0,-100
RR034H_114_nsbRa_S112,4119,Ipomoea,Ipomoea,,91,82.2969346,99,0,0,-100
RR034H_114_nsbRa_S112,4145,Olea,Olea,,11,9.9479811,100,1,0.9043619,100
RR034H_114_nsbRa_S112,4480,Aegilops,Aegilops,,11,9.9479811,3.1486433,0,0,-100
RR034H_114_nsbRa_S112,4527,Oryza,Oryza,,114,103.0972587,57.9048293,0,0,-100
RR034H_114_nsbRa_S112,4530,Oryza,Oryza sativa,,103,93.1492776,52.6532929,0,0,-100
RR034H_114_nsbRa_S112,4564,Triticum,Triticum,,14,12.6610669,11.191323,4,3.6174477,57.4478748
RR034H_114_nsbRa_S112,4565,Triticum,Triticum aestivum,,13,11.7567049,10.4426862,4,3.6174477,99
RR034H_114_nsbRa_S112,4575,Zea,Zea,,9,8.1392573,1.0581367,0,0,-100
RR034H_114_nsbRa_S112,4577,Zea,Zea mays,,9,8.1392573,1.2152567,0,0,-100
RR034H_114_nsbRa_S112,4614,Ananas,Ananas,,5,4.5218096,0.4420943,0,0,-100
RR034H_114_nsbRa_S112,4615,Ananas,Ananas comosus,,5,4.5218096,0.4546288,0,0,-100
RR034H_114_nsbRa_S112,4640,Musa,Musa,,14,12.6610669,99,4,3.6174477,99
RR034H_114_nsbRa_S112,4641,Musa,Musa acuminata,,14,12.6610669,99,4,3.6174477,99
RR034H_114_nsbRa_S112,4769,Saprolegnia,Saprolegnia,,6,5.4261715,99,0,0,-100
RR034H_114_nsbRa_S112,4830,Mucor,Mucor,,0,0,-100,217,196.2465363,20.1821709
RR034H_114_nsbRa_S112,4875,Glomus,Glomus,,0,0,-100,16,14.4697907,100
RR034H_114_nsbRa_S112,4943,Saccharomycopsis,Saccharomycopsis,,11,9.9479811,99,0,0,-100
RR034H_114_nsbRa_S112,5052,Aspergillus,Aspergillus,,68,61.4966105,5.1222954,17,15.3741526,-0.0411
RR034H_114_nsbRa_S112,5073,Penicillium,Penicillium,,16,14.4697907,0.5623315,0,0,-100
RR034H_114_nsbRa_S112,5206,Cryptococcus,Cryptococcus,,15,13.5654288,0.9813145,0,0,-100
RR034H_114_nsbRa_S112,5286,Rhodotorula,Rhodotorula toruloides,,4,3.6174477,1.8617689,0,0,-100
RR034H_114_nsbRa_S112,5506,Fusarium,Fusarium,,25,22.609048,0.584272,0,0,-100
RR034H_114_nsbRa_S112,5533,Rhodotorula,Rhodotorula,,5,4.5218096,0.4022048,0,0,-100
RR034H_114_nsbRa_S112,5543,Trichoderma,Trichoderma,,12,10.852343,2.7060303,0,0,-100
RR034H_114_nsbRa_S112,5583,Exophiala,Exophiala,,17,15.3741526,2.398893,0,0,-100
RR034H_114_nsbRa_S112,5658,Leishmania,Leishmania,,25,22.609048,99,0,0,-100
RR034H_114_nsbRa_S112,5748,Nannochloropsis,Nannochloropsis,,2,1.8087238,5.4650105,0,0,-100
RR034H_114_nsbRa_S112,5758,Entamoeba,Entamoeba,,31,28.0352195,99,0,0,-100
RR034H_114_nsbRa_S112,5759,Entamoeba,Entamoeba histolytica,,15,13.5654288,99,0,0,-100
RR034H_114_nsbRa_S112,5820,Plasmodium,Plasmodium,,133,120.2801351,59.6484682,0,0,-100
RR034H_114_nsbRa_S112,6181,Schistosoma,Schistosoma,,53,47.9311817,99,0,0,-100
RR034H_114_nsbRa_S112,6183,Schistosoma,Schistosoma mansoni,,49,44.313734,99,0,0,-100
RR034H_114_nsbRa_S112,6237,Caenorhabditis,Caenorhabditis,,58,52.4529913,24.1523765,0,0,-100
RR034H_114_nsbRa_S112,6239,Caenorhabditis,Caenorhabditis elegans,,28,25.3221337,99,0,0,-100
RR034H_114_nsbRa_S112,6247,Strongyloides,Strongyloides,,45,40.6962863,99,0,0,-100
RR034H_114_nsbRa_S112,6288,Haemonchus,Haemonchus,,43,38.8875625,12.2175541,0,0,-100
RR034H_114_nsbRa_S112,6289,Haemonchus,Haemonchus contortus,,43,38.8875625,100,0,0,-100
RR034H_114_nsbRa_S112,6564,Crassostrea,Crassostrea,,13,11.7567049,99,0,0,-100
RR034H_114_nsbRa_S112,6668,Daphnia,Daphnia,,0,0,-100,4,3.6174477,-0.1292524
RR034H_114_nsbRa_S112,6669,Daphnia,Daphnia pulex,,0,0,-100,3,2.7130858,11.3379057
RR034H_114_nsbRa_S112,6849,Limulus,Limulus,,20,18.0872384,99,0,0,-100
RR034H_114_nsbRa_S112,6850,Limulus,Limulus polyphemus,,20,18.0872384,99,0,0,-100
RR034H_114_nsbRa_S112,6944,Ixodes,Ixodes,,0,0,-100,2,1.8087238,100
RR034H_114_nsbRa_S112,6945,Ixodes,Ixodes scapularis,,0,0,-100,2,1.8087238,100
RR034H_114_nsbRa_S112,7028,Acyrthosiphon,Acyrthosiphon,,5,4.5218096,2.4067964,0,0,-100
RR034H_114_nsbRa_S112,7029,Acyrthosiphon,Acyrthosiphon pisum,,5,4.5218096,2.4067964,0,0,-100
RR034H_114_nsbRa_S112,7174,Culex,Culex,,8,7.2348953,4.6868162,0,0,-100
RR034H_114_nsbRa_S112,7176,Culex,Culex quinquefasciatus,,8,7.2348953,4.6868162,0,0,-100
RR034H_114_nsbRa_S112,7215,Drosophila,Drosophila,,170,153.7415261,35.6791693,0,0,-100
RR034H_114_nsbRa_S112,7227,Drosophila,Drosophila melanogaster,,44,39.7919244,32.1168825,0,0,-100
RR034H_114_nsbRa_S112,7459,Apis,Apis,,9,8.1392573,99,0,0,-100
RR034H_114_nsbRa_S112,7463,Apis,Apis florea,,1,0.9043619,99,0,0,-100
RR034H_114_nsbRa_S112,10566,"",Human papillomavirus,,1,0.9043619,15.8224219,0,0,-100
RR034H_114_nsbRa_S112,12059,Enterovirus,Enterovirus,,6,5.4261715,42.0830299,0,0,-100
RR034H_114_nsbRa_S112,12916,Acidovorax,Acidovorax,,11,9.9479811,-0.2722838,0,0,-100
RR034H_114_nsbRa_S112,12960,Azoarcus,Azoarcus,,5,4.5218096,-0.1534283,0,0,-100
RR034H_114_nsbRa_S112,13134,Magnetospirillum,Magnetospirillum,,6,5.4261715,1.3457845,17404,15739.5148279,80.1017083
RR034H_114_nsbRa_S112,13373,Burkholderia,Burkholderia mallei,,0,0,-100,117,105.8103445,27.7461972
RR034H_114_nsbRa_S112,13687,Sphingomonas,Sphingomonas,,888,803.0733835,0.393686,1,0.9043619,-0.3152413
RR034H_114_nsbRa_S112,13690,Sphingobium,Sphingobium yanoikuyae,,2,1.8087238,0.4081649,0,0,-100
RR034H_114_nsbRa_S112,15367,Brachypodium,Brachypodium,,11,9.9479811,99,0,0,-100
RR034H_114_nsbRa_S112,15368,Brachypodium,Brachypodium distachyon,,10,9.0436192,99,0,0,-100
RR034H_114_nsbRa_S112,27529,Orussus,Orussus,,3,2.7130858,100,0,0,-100
RR034H_114_nsbRa_S112,28025,Bifidobacterium,Bifidobacterium animalis,,5,4.5218096,0.9434368,19,17.1828764,4.7484429
RR034H_114_nsbRa_S112,28035,Staphylococcus,Staphylococcus lugdunensis,,2,1.8087238,0.0343239,26,23.5134099,20.6443303
RR034H_114_nsbRa_S112,28037,Streptococcus,Streptococcus mitis,,3376,3053.1258365,5.8666616,31,28.0352195,0.2291816
RR034H_114_nsbRa_S112,28050,Lachnospira,Lachnospira,,0,0,-100,32,28.9395814,81.8604638
RR034H_114_nsbRa_S112,28065,Rhodoferax,Rhodoferax,,5,4.5218096,-0.2418539,0,0,-100
RR034H_114_nsbRa_S112,28067,Rubrivivax,Rubrivivax,,2,1.8087238,-0.2801146,0,0,-100
RR034H_114_nsbRa_S112,28068,Rubrivivax,Rubrivivax gelatinosus,,2,1.8087238,-0.2800292,0,0,-100
RR034H_114_nsbRa_S112,28077,Nitrospirillum,Nitrospirillum amazonense,,4,3.6174477,0.4754994,0,0,-100
RR034H_114_nsbRa_S112,28091,Neisseria,Neisseria weaveri,,8,7.2348953,16.0630107,2,1.8087238,24.9524146
RR034H_114_nsbRa_S112,28095,Burkholderia,Burkholderia gladioli,,3,2.7130858,-0.0933693,0,0,-100
RR034H_114_nsbRa_S112,28100,Phyllobacterium,Phyllobacterium,,0,0,-100,1,0.9043619,-0.1337093
RR034H_114_nsbRa_S112,28101,Phyllobacterium,Phyllobacterium myrsinacearum,,0,0,-100,1,0.9043619,100
RR034H_114_nsbRa_S112,28105,Sinorhizobium,Sinorhizobium,,12,10.852343,0.3498914,0,0,-100
RR034H_114_nsbRa_S112,28111,Bacteroides,Bacteroides eggerthii,,1,0.9043619,26.5280402,861,778.6556117,99
RR034H_114_nsbRa_S112,28112,Tannerella,Tannerella forsythia,,852,770.5163545,99,26,23.5134099,10.4748712
RR034H_114_nsbRa_S112,28113,Bacteroides,Bacteroides heparinolyticus,,97,87.7231061,100,3,2.7130858,100
RR034H_114_nsbRa_S112,28116,Bacteroides,Bacteroides ovatus,,24448,22109.8401812,99,514,464.8420261,99
RR034H_114_nsbRa_S112,28118,Odoribacter,Odoribacter splanchnicus,,36,32.5570291,99,26617,24071.4011822,99
RR034H_114_nsbRa_S112,28119,Bacteroides,Bacteroides zoogleoformans,,80,72.3489535,100,2,1.8087238,100
RR034H_114_nsbRa_S112,28123,Porphyromonas,Porphyromonas asaccharolytica,,5944,5375.527243,99,0,0,-100
RR034H_114_nsbRa_S112,28124,Porphyromonas,Porphyromonas endodontalis,,20,18.0872384,99,93,84.1056584,10.4189271
RR034H_114_nsbRa_S112,28125,Prevotella,Prevotella bivia,,3,2.7130858,100,45,40.6962863,80.4885261
RR034H_114_nsbRa_S112,28128,Prevotella,Prevotella corporis,,0,0,-100,1923,1739.0879691,99
RR034H_114_nsbRa_S112,28129,Prevotella,Prevotella denticola,,7579,6854.1589796,99,151,136.5586497,99
RR034H_114_nsbRa_S112,28130,Prevotella,Prevotella disiens,,0,0,-100,33,29.8439433,33.6129934
RR034H_114_nsbRa_S112,28131,Prevotella,Prevotella intermedia,,11101,10039.3216562,99,297,268.5954898,41.7389023
RR034H_114_nsbRa_S112,28132,Prevotella,Prevotella melaninogenica,,41692,37704.6571021,99,3164,2861.4011098,99
RR034H_114_nsbRa_S112,28133,Prevotella,Prevotella nigrescens,,3,2.7130858,25.3791065,1930,1745.4185025,99
RR034H_114_nsbRa_S112,28136,Prevotella,Prevotella oulorum,,38,34.3657529,100,29,26.2264956,99
RR034H_114_nsbRa_S112,28137,Prevotella,Prevotella veroralis,,3,2.7130858,99,142,128.4193924,99
RR034H_114_nsbRa_S112,28141,Cronobacter,Cronobacter sakazakii,,2,1.8087238,3.8010327,0,0,-100
RR034H_114_nsbRa_S112,28188,Capnocytophaga,Capnocytophaga canimorsus,,28,25.3221337,37.6366629,6,5.4261715,43.9988971
RR034H_114_nsbRa_S112,28231,Geobacter,Geobacter,,46,41.6006482,26.1471494,0,0,-100
RR034H_114_nsbRa_S112,28263,Arcanobacterium,Arcanobacterium,,28,25.3221337,84.7676935,0,0,-100
RR034H_114_nsbRa_S112,28264,Arcanobacterium,Arcanobacterium haemolyticum,,28,25.3221337,99,0,0,-100
RR034H_114_nsbRa_S112,28449,Neisseria,Neisseria subflava,,38745,35039.5025286,99,374,338.2313575,99
RR034H_114_nsbRa_S112,28450,Burkholderia,Burkholderia pseudomallei,,7,6.3305334,-0.0304193,289,261.3605944,8.750497
RR034H_114_nsbRa_S112,28453,Sphingobacterium,Sphingobacterium,,35,31.6526671,0.4772976,4,3.6174477,-0.1259537
RR034H_114_nsbRa_S112,28526,Solanum,Solanum pennellii,,60,54.2617151,99,0,0,-100
RR034H_114_nsbRa_S112,28901,Salmonella,Salmonella enterica,,24,21.704686,3.2148428,35,31.6526671,1.9882099
RR034H_114_nsbRa_S112,29343,Ruminiclostridium,[Clostridium] cellulosi,,12,10.852343,53.1518607,22,19.8959622,99
RR034H_114_nsbRa_S112,29370,Lachnoclostridium,[Clostridium] sphenoides,,2769,2504.1781521,99,0,0,-100
RR034H_114_nsbRa_S112,29379,Staphylococcus,Staphylococcus auricularis,,3,2.7130858,97.9116268,0,0,-100
RR034H_114_nsbRa_S112,29385,Staphylococcus,Staphylococcus saprophyticus,,12,10.852343,2.1199404,0,0,-100
RR034H_114_nsbRa_S112,29391,Gemella,Gemella morbillorum,,367,331.9008241,99,13,11.7567049,2.7081083
RR034H_114_nsbRa_S112,29438,Pseudomonas,Pseudomonas savastanoi,,0,0,-100,18,16.2785145,19.6498219
RR034H_114_nsbRa_S112,29449,Rhizobium,Rhizobium etli,,3,2.7130858,0.7877545,0,0,-100
RR034H_114_nsbRa_S112,29461,Brucella,Brucella suis,,0,0,-100,3,2.7130858,-0.11676
RR034H_114_nsbRa_S112,29465,Veillonella,Veillonella,,24206,21890.9845969,99,11400,10309.7258698,99
RR034H_114_nsbRa_S112,29466,Veillonella,Veillonella parvula,,13971,12634.840362,99,202,182.6811075,99
RR034H_114_nsbRa_S112,29487,Photorhabdus,Photorhabdus,,6,5.4261715,99,6,5.4261715,14.3977588
RR034H_114_nsbRa_S112,29554,Mycoplasma,Mycoplasma canadense,,448,405.1541394,99,0,0,-100
RR034H_114_nsbRa_S112,29559,Mycoplasma,Mycoplasma hyosynoviae,,174,157.3589738,99,4,3.6174477,99
RR034H_114_nsbRa_S112,29574,Taylorella,Taylorella,,3,2.7130858,19.5363087,44,39.7919244,2.15775
RR034H_114_nsbRa_S112,29580,Janthinobacterium,Janthinobacterium,,2,1.8087238,-0.265132,0,0,-100
RR034H_114_nsbRa_S112,29729,Gossypium,Gossypium arboreum,,10,9.0436192,99,0,0,-100
RR034H_114_nsbRa_S112,29760,Vitis,Vitis vinifera,,74,66.922782,99,0,0,-100
RR034H_114_nsbRa_S112,29828,Lipomyces,Lipomyces,,0,0,-100,3512,3176.1190574,99
RR034H_114_nsbRa_S112,29829,Lipomyces,Lipomyces starkeyi,,0,0,-100,3512,3176.1190574,99
RR034H_114_nsbRa_S112,31971,"",Absiella dolichum,,0,0,-100,361,326.4746525,99
RR034H_114_nsbRa_S112,31998,Methylobacterium,Methylobacterium radiotolerans,,1,0.9043619,-0.3398711,0,0,-100
RR034H_114_nsbRa_S112,32002,Achromobacter,Achromobacter denitrificans,,3,2.7130858,-0.0267657,0,0,-100
RR034H_114_nsbRa_S112,32008,Burkholderia,Burkholderia,,65,58.7835247,-0.102816,1266,1144.9221887,4.5371192
RR034H_114_nsbRa_S112,32012,Thiomonas,Thiomonas,,1,0.9043619,-0.280535,310,280.3521947,2.0059272
RR034H_114_nsbRa_S112,32067,Leptotrichia,Leptotrichia,,14733,13323.9641439,99,8081,7308.1486626,99
RR034H_114_nsbRa_S112,32068,Sebaldella,Sebaldella,,44,39.7919244,99,1,0.9043619,63.0848831
RR034H_114_nsbRa_S112,32207,Rothia,Rothia,,558,504.6339505,4.2358171,7,6.3305334,0.0856115
RR034H_114_nsbRa_S112,32257,Kingella,Kingella,,3,2.7130858,5.8323796,7,6.3305334,1.9205577
RR034H_114_nsbRa_S112,33010,Cutibacterium,Cutibacterium avidum,,118,106.7147064,15.8897438,0,0,-100
RR034H_114_nsbRa_S112,33024,Phascolarctobacterium,Phascolarctobacterium,,1,0.9043619,1.0195275,4625,4182.6738726,99
RR034H_114_nsbRa_S112,33033,Parvimonas,Parvimonas micra,,192,173.6374883,13.3336921,54,48.8355436,12.1498052
RR034H_114_nsbRa_S112,33036,Anaerococcus,Anaerococcus tetradius,,0,0,-100,2,1.8087238,1.2707651
RR034H_114_nsbRa_S112,33038,Blautia,[Ruminococcus] gnavus,,0,0,-100,382,345.4662528,99
RR034H_114_nsbRa_S112,33039,Blautia,[Ruminococcus] torques,,349,315.6223095,94.2573439,3341,3021.4731694,99
RR034H_114_nsbRa_S112,33042,Coprococcus,Coprococcus,,34,30.7483052,46.498389,464,419.6239301,99
RR034H_114_nsbRa_S112,33043,Coprococcus,Coprococcus eutactus,,0,0,-100,413,373.5014723,99
RR034H_114_nsbRa_S112,33055,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium,,1,0.9043619,15.1795625,0,0,-100
RR034H_114_nsbRa_S112,33057,Thauera,Thauera,,6,5.4261715,-0.1901575,0,0,-100
RR034H_114_nsbRa_S112,33085,Entamoeba,Entamoeba invadens,,4,3.6174477,99,0,0,-100
RR034H_114_nsbRa_S112,33114,Capsicum,Capsicum baccatum,,0,0,-100,812,734.3418777,100
RR034H_114_nsbRa_S112,33882,Microbacterium,Microbacterium,,11,9.9479811,-0.2759925,0,0,-100
RR034H_114_nsbRa_S112,33926,Candidatus Phytoplasma,Candidatus Phytoplasma,,8,7.2348953,99,1827,1652.2692249,99
RR034H_114_nsbRa_S112,33941,Geobacillus,Geobacillus thermoleovorans,,3,2.7130858,70.4433157,0,0,-100
RR034H_114_nsbRa_S112,33986,Exiguobacterium,Exiguobacterium,,13,11.7567049,0.9243539,51,46.1224578,5.2454989
RR034H_114_nsbRa_S112,34008,Rhodovulum,Rhodovulum,,0,0,-100,170,153.7415261,70.6141489
RR034H_114_nsbRa_S112,34029,Leptothrix,Leptothrix cholodnii,,6,5.4261715,-0.2595745,0,0,-100
RR034H_114_nsbRa_S112,34037,Rahnella,Rahnella,,0,0,-100,240,217.0468604,99
RR034H_114_nsbRa_S112,34072,Variovorax,Variovorax,,3,2.7130858,-0.31715,0,0,-100
RR034H_114_nsbRa_S112,34084,Riemerella,Riemerella,,117,105.8103445,1.6514815,44,39.7919244,5.1585232
RR034H_114_nsbRa_S112,34085,Riemerella,Riemerella anatipestifer,,117,105.8103445,1.6522305,25,22.609048,2.8696485
RR034H_114_nsbRa_S112,34104,Streptobacillus,Streptobacillus,,44,39.7919244,0.8522575,9,8.1392573,18.051933
RR034H_114_nsbRa_S112,34105,Streptobacillus,Streptobacillus moniliformis,,43,38.8875625,0.8351933,4,3.6174477,61.6582007
RR034H_114_nsbRa_S112,34305,Lotus,Lotus japonicus,,17,15.3741526,99,0,0,-100
RR034H_114_nsbRa_S112,34717,Trachymyrmex,Trachymyrmex,,10,9.0436192,99,0,0,-100
RR034H_114_nsbRa_S112,35127,Thalassiosira,Thalassiosira,,2,1.8087238,99,0,0,-100
RR034H_114_nsbRa_S112,35128,Thalassiosira,Thalassiosira pseudonana,,2,1.8087238,99,0,0,-100
RR034H_114_nsbRa_S112,35701,Heliobacterium,Heliobacterium modesticaldum,,2,1.8087238,24.4039987,685,619.4879141,41.0969675
RR034H_114_nsbRa_S112,35757,Corynebacterium,Corynebacterium cystitidis,,4,3.6174477,100,0,0,-100
RR034H_114_nsbRa_S112,35806,Rhodovulum,Rhodovulum sulfidophilum,,0,0,-100,170,153.7415261,98.08185
RR034H_114_nsbRa_S112,35884,Ipomoea,Ipomoea trifida,,40,36.1744767,100,0,0,-100
RR034H_114_nsbRa_S112,35885,Ipomoea,Ipomoea triloba,,45,40.6962863,100,0,0,-100
RR034H_114_nsbRa_S112,36086,Trichuris,Trichuris,,1,0.9043619,100,938,848.2914795,99
RR034H_114_nsbRa_S112,36087,Trichuris,Trichuris trichiura,,0,0,-100,938,848.2914795,99
RR034H_114_nsbRa_S112,36741,Mycoplasma,Mycoplasma feliminutum,,1855,1677.5913586,99,0,0,-100
RR034H_114_nsbRa_S112,36746,Pseudomonas,Pseudomonas cichorii,,1,0.9043619,3.9002972,0,0,-100
RR034H_114_nsbRa_S112,36809,Mycobacteroides,Mycobacteroides abscessus,,6,5.4261715,-0.0927814,4172,3772.9979236,27.4108854
RR034H_114_nsbRa_S112,36873,Paraburkholderia,Paraburkholderia xenovorans,,1,0.9043619,-0.1813123,0,0,-100
RR034H_114_nsbRa_S112,37343,Athalia,Athalia,,10,9.0436192,100,0,0,-100
RR034H_114_nsbRa_S112,37344,Athalia,Athalia rosae,,10,9.0436192,100,0,0,-100
RR034H_114_nsbRa_S112,37682,Aegilops,Aegilops tauschii,,11,9.9479811,3.1531466,0,0,-100
RR034H_114_nsbRa_S112,37818,Dendrobium,Dendrobium,,8,7.2348953,100,1,0.9043619,38.4141571
RR034H_114_nsbRa_S112,37919,Rhodococcus,Rhodococcus opacus,,1,0.9043619,0.0659264,0,0,-100
RR034H_114_nsbRa_S112,38289,Corynebacterium,Corynebacterium jeikeium,,6,5.4261715,0.3660558,0,0,-100
RR034H_114_nsbRa_S112,38293,Photobacterium,Photobacterium damselae,,1,0.9043619,9.3744353,5,4.5218096,16.2477307
RR034H_114_nsbRa_S112,38303,Corynebacterium,Corynebacterium pseudogenitalium,,0,0,-100,3,2.7130858,-0.1882498
RR034H_114_nsbRa_S112,38305,Corynebacterium,Corynebacterium vitaeruminis,,6,5.4261715,3.461213,0,0,-100
RR034H_114_nsbRa_S112,38832,Micromonas,Micromonas,,10,9.0436192,99,0,0,-100
RR034H_114_nsbRa_S112,38877,Entamoeba,Entamoeba gingivalis,,7,6.3305334,100,0,0,-100
RR034H_114_nsbRa_S112,38986,Acholeplasma,Acholeplasma palmae,,43,38.8875625,99,1,0.9043619,99
RR034H_114_nsbRa_S112,39485,Eubacterium,[Eubacterium] eligens,,76,68.7315058,99,0,0,-100
RR034H_114_nsbRa_S112,39491,"",[Eubacterium] rectale,,40,36.1744767,14.9498928,41,37.0788387,99
RR034H_114_nsbRa_S112,39496,Eubacterium,Eubacterium ventriosum,,0,0,-100,261,236.0384607,30.9064344
RR034H_114_nsbRa_S112,39498,Peptoanaerobacter,[Eubacterium] yurii,,0,0,-100,2,1.8087238,17.6221676
RR034H_114_nsbRa_S112,39777,Veillonella,Veillonella atypica,,9961,9008.3490692,99,554,501.0165028,99
RR034H_114_nsbRa_S112,39778,Veillonella,Veillonella dispar,,3,2.7130858,100,91,82.2969346,63.1407783
RR034H_114_nsbRa_S112,39948,Dialister,Dialister,,34,30.7483052,57.3193381,584,528.1473603,99
RR034H_114_nsbRa_S112,39950,Dialister,Dialister pneumosintes,,29,26.2264956,48.8552864,1,0.9043619,37.0582116
RR034H_114_nsbRa_S112,40214,Acinetobacter,Acinetobacter johnsonii,,2,1.8087238,-0.2762495,1,0.9043619,-0.2348237
RR034H_114_nsbRa_S112,40215,Acinetobacter,Acinetobacter junii,,2,1.8087238,-0.1247082,0,0,-100
RR034H_114_nsbRa_S112,40323,Stenotrophomonas,Stenotrophomonas,,19,17.1828764,-0.2848064,0,0,-100
RR034H_114_nsbRa_S112,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,6,5.4261715,-0.3187161,0,0,-100
RR034H_114_nsbRa_S112,40520,Blautia,Blautia obeum,,10,9.0436192,21.5025501,6035,5457.8241776,99
RR034H_114_nsbRa_S112,40542,Leptotrichia,Leptotrichia buccalis,,4689,4240.5530354,99,12,10.852343,99
RR034H_114_nsbRa_S112,40544,Sutterella,Sutterella,,0,0,-100,54,48.8355436,51.752719
RR034H_114_nsbRa_S112,41068,Aspergillus,Aspergillus campestris,,3,2.7130858,26.1791423,0,0,-100
RR034H_114_nsbRa_S112,41275,Brevundimonas,Brevundimonas,,150,135.6542878,0.9883598,0,0,-100
RR034H_114_nsbRa_S112,41413,Aspergillus,Aspergillus glaucus,,4,3.6174477,99,1,0.9043619,99
RR034H_114_nsbRa_S112,41820,Culicoides,Culicoides,,29,26.2264956,100,0,0,-100
RR034H_114_nsbRa_S112,41899,Burkholderia,Burkholderia plantarii,,2,1.8087238,0.7243587,0,0,-100
RR034H_114_nsbRa_S112,41976,Porphyromonas,Porphyromonas catoniae,,0,0,-100,43,38.8875625,99
RR034H_114_nsbRa_S112,41977,Azoarcus,Azoarcus communis,,1,0.9043619,42.0925261,0,0,-100
RR034H_114_nsbRa_S112,42255,Rubrobacter,Rubrobacter,,4,3.6174477,1.4092713,0,0,-100
RR034H_114_nsbRa_S112,42256,Rubrobacter,Rubrobacter radiotolerans,,1,0.9043619,1.4511419,0,0,-100
RR034H_114_nsbRa_S112,43220,Capronia,Capronia,,2,1.8087238,8.4300846,0,0,-100
RR034H_114_nsbRa_S112,43305,Butyrivibrio,Butyrivibrio proteoclasticus,,29,26.2264956,99,1,0.9043619,4.645423
RR034H_114_nsbRa_S112,43668,Brachybacterium,Brachybacterium,,1,0.9043619,-0.2786669,0,0,-100
RR034H_114_nsbRa_S112,43675,Rothia,Rothia mucilaginosa,,495,447.6591496,10.2241304,1,0.9043619,0.8447286
RR034H_114_nsbRa_S112,43996,Catonella,Catonella,,23,20.8003241,11.1110585,52,47.0268198,24.7030844
RR034H_114_nsbRa_S112,43997,Catonella,Catonella morbi,,2,1.8087238,87.6507535,52,47.0268198,24.706351
RR034H_114_nsbRa_S112,44013,Polynucleobacter,Polynucleobacter,,6,5.4261715,0.7982548,0,0,-100
RR034H_114_nsbRa_S112,44249,Paenibacillus,Paenibacillus,,88,79.5838488,30.4598861,18419,16657.4421751,99
RR034H_114_nsbRa_S112,44252,Paenibacillus,Paenibacillus macerans,,0,0,-100,363,328.2833764,51.3473796
RR034H_114_nsbRa_S112,44259,Filifactor,Filifactor,,175,158.2633357,99,11,9.9479811,43.1767752
